date,Unnamed: 0,new_id,retweets,favorites,ss_compound
2010-05-19,99.0,91.0,22.0,6.0,0.0
2010-05-20,100.5,92.0,28.5,24.5,0.2553
2010-05-21,102.0,93.0,18.0,21.0,0.0
2010-05-24,103.0,94.0,57.0,20.0,0.9606
2010-05-25,104.5,95.0,15.0,9.0,0.7323999999999999
2010-05-26,106.5,96.0,20.5,9.5,0.5967
2010-05-27,108.0,97.0,672.0,1707.0,0.836
2010-05-28,109.0,98.0,52.0,32.0,0.91
2010-06-02,110.0,99.0,29.0,10.0,0.4939
2010-06-04,111.5,100.0,17.0,4.5,0.57265
2010-06-06,113.0,101.0,33.0,7.0,0.6369
2010-06-08,114.0,102.0,15.0,11.0,0.7351
2010-06-09,115.5,103.0,10.0,4.5,0.36755
2010-06-10,117.0,104.0,12.0,5.0,0.4404
2010-06-15,118.5,105.0,16.5,6.0,0.2787
2010-06-17,120.5,106.0,28.0,13.0,0.26335
2010-06-21,122.5,107.0,18.5,4.0,0.32985
2010-06-22,124.0,108.0,23.0,8.0,0.6249
2010-06-24,125.0,109.0,52.0,37.0,0.0
2010-06-28,126.0,110.0,26.0,10.0,0.6249
2010-07-01,127.0,111.0,23.0,9.0,0.0
2010-07-02,128.5,112.0,37.5,18.0,0.58505
2010-07-06,130.0,113.0,46.0,6.0,0.0
2010-07-14,131.0,114.0,92.0,54.0,0.9286
2010-07-19,133.0,115.0,11.333333333333334,3.3333333333333335,0.21203333333333332
2010-07-20,135.0,116.0,77.0,15.0,0.8481
2010-07-29,137.0,117.0,29.333333333333332,13.333333333333334,0.4252666666666667
2010-07-30,139.0,118.0,28.0,6.0,0.0
2010-08-04,140.5,119.0,37.0,7.0,-0.1531
2010-08-09,142.0,120.0,43.0,7.0,0.0
2010-08-12,146.0,121.0,31.571428571428573,20.428571428571427,0.2582285714285714
2010-08-19,150.5,122.0,56.5,9.5,0.7025
2010-08-23,152.0,123.0,53.0,5.0,-0.2924
2010-08-24,153.0,124.0,204.0,86.0,0.8807
2010-08-26,154.0,125.0,44.0,13.0,0.8356
2010-08-30,155.0,126.0,22.0,12.0,0.5994
2010-08-31,156.0,127.0,113.0,113.0,0.8478
2010-09-01,157.0,128.0,49.0,7.0,0.7506
2010-09-02,158.5,129.0,27.5,11.0,0.0
2010-09-07,160.5,130.0,21.5,11.0,0.3822
2010-09-09,162.0,131.0,37.0,12.0,0.0
2010-09-14,163.0,132.0,54.0,17.0,0.902
2010-09-15,164.0,133.0,21.0,10.0,0.875
2010-09-16,165.0,134.0,64.0,12.0,0.6765
2010-09-17,166.0,135.0,35.0,21.0,0.3182
2010-09-23,167.0,136.0,47.0,9.0,0.1695
2010-09-24,168.0,137.0,40.0,15.0,0.0
2010-09-30,169.0,138.0,113.0,161.0,0.4939
2010-10-01,170.0,139.0,18.0,11.0,0.4215
2010-10-06,171.0,140.0,42.0,10.0,0.8074
2010-10-07,172.5,141.0,29.0,8.0,0.7303
2010-10-14,174.5,142.0,43.0,16.5,0.5643
2010-10-21,176.0,143.0,36.0,5.0,0.5948
2010-10-27,177.0,144.0,43.0,7.0,0.2263
2010-10-28,178.0,145.0,39.0,6.0,0.8555
2010-11-03,179.0,146.0,38.0,7.0,0.0
2010-11-04,180.0,147.0,39.0,16.0,0.4242
2010-11-11,181.0,148.0,29.0,5.0,0.5627
2010-11-15,182.0,149.0,39.0,18.0,0.3892
2010-11-18,183.5,150.0,29.5,9.5,0.3294
2010-11-22,185.0,151.0,29.0,15.0,0.9274
2010-11-24,187.0,152.0,93.0,141.0,0.5881666666666666
2010-11-29,189.0,153.0,34.0,8.0,0.8516
2010-12-02,190.0,154.0,33.0,8.0,0.8126
2010-12-09,191.0,155.0,59.0,11.0,0.8398
2010-12-10,192.0,156.0,49.0,16.0,0.908
2010-12-13,194.0,157.0,22.333333333333332,12.0,0.26733333333333337
2010-12-14,196.0,158.0,247.0,39.0,0.0
2010-12-16,197.0,159.0,112.0,22.0,0.9112
2010-12-23,198.0,160.0,8121.0,7614.0,0.8467
2010-12-30,199.0,161.0,211.0,189.0,0.8932
2011-01-12,200.5,162.0,61.0,27.5,0.0
2011-01-13,202.0,163.0,185.0,39.0,0.2401
2011-01-21,203.5,164.0,50.0,13.0,0.07575000000000001
2011-01-27,205.5,165.0,96.0,50.5,-0.17975
2011-01-31,207.5,166.0,31.5,11.5,-0.1626
2011-02-07,209.0,167.0,70.0,31.0,0.6369
2011-02-10,210.0,168.0,110.0,309.0,0.9081
2011-02-11,211.0,169.0,106.0,50.0,0.0
2011-02-15,213.0,170.0,171.0,138.66666666666666,0.0
2011-02-16,215.5,171.0,145.0,241.5,0.44885
2011-02-17,217.5,172.0,46.0,17.0,0.0
2011-02-18,219.0,173.0,77.0,27.0,0.0
2011-02-22,220.0,174.0,67.0,34.0,0.0
2011-02-23,221.0,175.0,58.0,21.0,0.0
2011-02-28,223.0,176.0,73.66666666666667,27.0,0.14613333333333334
2011-03-02,225.5,177.0,59.5,24.0,-0.1122
2011-03-03,227.0,178.0,69.0,22.0,0.1695
2011-03-04,228.0,179.0,41.0,12.0,0.0
2011-03-07,229.5,180.0,75.0,22.0,0.1806
2011-03-08,231.0,181.0,46.0,20.0,0.0
2011-03-10,232.0,182.0,112.0,52.0,0.0
2011-03-11,233.0,183.0,37.0,11.0,0.1695
2011-03-14,234.5,184.0,33.5,15.0,0.1366
2011-03-15,238.0,185.0,80.0,28.2,0.27253999999999995
2011-03-16,242.0,186.0,56.666666666666664,28.0,0.30526666666666663
2011-03-17,244.5,187.0,44.0,15.5,0.0
2011-03-18,246.5,188.0,72.0,19.0,0.6639
2011-03-21,249.5,189.0,97.0,56.5,0.24265
2011-03-22,252.5,190.0,68.5,29.5,0.0
2011-03-23,254.0,191.0,63.0,27.0,0.0
2011-03-28,255.5,192.0,36.5,15.5,0.35015
2011-03-30,257.5,193.0,70.0,17.5,0.0
2011-03-31,259.5,194.0,54.5,19.0,0.0
2011-04-01,261.0,195.0,78.0,12.0,0.5511
2011-04-05,263.0,196.0,32.333333333333336,12.0,0.025733333333333334
2011-04-07,266.0,197.0,63.0,22.0,0.13763333333333333
2011-04-08,268.0,198.0,43.0,5.0,0.0
2011-04-11,269.0,199.0,31.0,7.0,0.6207
2011-04-12,270.5,200.0,23.0,9.5,0.20095
2011-04-13,272.0,201.0,145.0,25.0,0.0
2011-04-14,273.0,202.0,93.0,18.0,0.0
2011-04-15,274.0,203.0,87.0,23.0,0.4019
2011-04-18,275.5,204.0,32.5,8.0,0.31035
2011-04-19,277.5,205.0,44.0,12.5,0.0
2011-04-20,279.0,206.0,65.0,21.0,0.0
2011-04-21,280.5,207.0,31.0,11.5,0.31245
2011-04-22,282.0,208.0,51.0,23.0,0.6705
2011-04-25,283.5,209.0,38.0,17.0,0.26335
2011-04-28,285.0,210.0,92.0,28.0,0.0
2011-04-29,286.5,211.0,36.5,15.0,0.1591
2011-05-02,288.5,212.0,531.5,273.0,0.6648000000000001
2011-05-03,290.0,213.0,38.0,6.0,0.0
2011-05-06,291.0,214.0,41.0,13.0,0.3182
2011-05-09,292.5,215.0,36.5,10.5,0.26335
2011-05-12,294.0,216.0,35.0,17.0,0.0
2011-05-13,295.5,217.0,101.0,85.0,0.10015
2011-05-16,297.5,218.0,223.0,221.0,0.63515
2011-05-17,299.0,219.0,72.0,17.0,-0.1531
2011-05-19,300.0,220.0,33.0,8.0,0.0
2011-05-20,301.0,221.0,44.0,13.0,0.5
2011-05-23,302.5,222.0,35.5,10.0,0.4716
2011-05-25,304.0,223.0,41.0,9.0,0.7088
2011-05-27,305.5,224.0,143.5,49.5,0.3537
2011-06-01,307.5,225.0,43.5,10.5,0.2202
2011-06-03,309.0,226.0,59.0,23.0,0.0
2011-06-06,310.0,227.0,41.0,23.0,0.2732
2011-06-07,311.0,228.0,75.0,40.0,0.0
2011-06-09,312.0,229.0,117.0,37.0,0.4754
2011-06-14,313.5,230.0,28.5,12.0,0.17
2011-06-16,315.0,231.0,86.0,7.0,0.8482
2011-06-20,316.0,232.0,87.0,12.0,0.4574
2011-06-21,317.5,233.0,63.5,11.0,0.38675
2011-06-23,319.0,234.0,27.0,10.0,0.3612
2011-06-24,320.0,235.0,11.0,3.0,0.0
2011-06-27,321.5,236.0,51.5,17.5,0.42845
2011-07-01,323.5,237.0,71.0,14.5,0.63295
2011-07-05,325.5,238.0,68.5,28.5,0.401
2011-07-06,327.0,239.0,234.0,80.0,-0.7603
2011-07-07,329.0,240.0,240.66666666666666,171.33333333333334,0.18206666666666668
2011-07-08,332.5,241.0,112.25,65.25,-0.764425
2011-07-11,335.5,242.0,40.5,10.0,0.0
2011-07-12,338.0,243.0,704.3333333333334,245.0,0.008599999999999997
2011-07-13,340.0,244.0,35.0,5.0,-0.3612
2011-07-14,344.5,245.0,207.75,261.5,-0.016574999999999993
2011-07-15,350.0,246.0,65.0,13.0,0.1546
2011-07-18,354.0,247.0,585.4,634.8,0.21494
2011-07-19,359.0,248.0,220.2,50.4,-0.09310000000000002
2011-07-20,363.5,249.0,201.0,143.25,-0.0864
2011-07-21,366.0,250.0,97.0,16.0,-0.6249
2011-07-22,367.5,251.0,181.5,34.0,-0.29295
2011-07-25,371.0,252.0,168.4,83.0,-0.10329999999999999
2011-07-26,376.0,253.0,230.6,130.6,-0.23176000000000002
2011-07-27,381.0,254.0,1222.0,2202.4,-0.34454
2011-07-28,386.5,255.0,67.0,28.166666666666668,-0.03946666666666668
2011-07-29,393.0,256.0,232.0,139.42857142857142,0.14178571428571426
2011-07-30,397.5,257.0,175.5,32.5,-0.3301
2011-08-01,400.5,258.0,250.75,156.25,0.210125
2011-08-02,405.5,259.0,106.5,26.166666666666668,-0.2912333333333333
2011-08-03,412.0,260.0,308.14285714285717,110.42857142857143,0.020628571428571423
2011-08-04,417.5,261.0,175.0,37.0,-0.189975
2011-08-05,421.0,262.0,116.33333333333333,18.0,-0.2114666666666667
2011-08-08,423.5,263.0,248.0,20.5,0.1909
2011-08-09,427.5,264.0,72.0,11.0,-0.051816666666666684
2011-08-10,432.5,265.0,234.0,49.5,0.029099999999999987
2011-08-11,436.5,266.0,41.0,14.75,0.0
2011-08-12,440.0,267.0,309.3333333333333,171.0,0.24003333333333332
2011-08-13,443.0,268.0,892.0,710.3333333333334,0.28030000000000005
2011-08-15,448.0,269.0,383.0,193.28571428571428,-0.001842857142857146
2011-08-16,453.0,270.0,216.66666666666666,64.0,-0.0172
2011-08-17,456.5,271.0,764.5,846.75,-0.0018749999999999878
2011-08-18,460.5,272.0,142.25,40.25,-0.01949999999999999
2011-08-19,464.0,273.0,133.66666666666666,119.0,0.3207333333333333
2011-08-22,467.5,274.0,167.0,24.0,-0.004574999999999996
2011-08-23,471.5,275.0,2365.75,1760.5,-0.433975
2011-08-24,475.0,276.0,362.6666666666667,161.0,-0.13286666666666666
2011-08-25,478.5,277.0,560.25,423.25,-0.021125000000000005
2011-08-26,483.0,278.0,602.8,366.0,0.08614000000000002
2011-08-29,487.0,279.0,158.0,19.333333333333332,0.02970000000000002
2011-08-30,491.0,280.0,302.0,394.2,-0.19608
2011-08-31,496.0,281.0,196.8,131.2,-0.22632000000000002
2011-09-01,500.5,282.0,158.25,63.75,-0.435325
2011-09-02,503.5,283.0,302.0,160.0,-0.38544999999999996
2011-09-06,507.0,284.0,184.6,70.4,-0.17744
2011-09-07,512.0,285.0,394.8,200.4,0.12178000000000003
2011-09-08,517.5,286.0,221.5,48.0,0.22858333333333336
2011-09-09,522.0,287.0,240.66666666666666,247.0,-0.02463333333333334
2011-09-12,525.5,288.0,132.75,35.75,0.1152
2011-09-13,532.5,289.0,170.4,85.3,0.10218
2011-09-14,540.5,290.0,54.333333333333336,16.833333333333332,0.13731666666666667
2011-09-15,546.0,291.0,114.6,34.6,0.29966
2011-09-16,551.5,292.0,216.5,55.333333333333336,0.38694999999999996
2011-09-19,557.5,293.0,230.0,38.833333333333336,0.06766666666666667
2011-09-20,562.5,294.0,188.25,45.0,-0.19215
2011-09-21,567.5,295.0,268.3333333333333,204.33333333333334,0.23538333333333336
2011-09-22,572.0,296.0,130.33333333333334,36.666666666666664,-0.34240000000000004
2011-09-23,575.5,297.0,154.5,26.75,0.22137500000000002
2011-09-26,578.5,298.0,211.5,24.5,-0.6307
2011-09-27,582.5,299.0,119.16666666666667,58.666666666666664,-0.11088333333333333
2011-09-28,589.0,300.0,324.7142857142857,244.28571428571428,0.20662857142857144
2011-09-29,597.0,301.0,196.44444444444446,167.55555555555554,0.10239999999999999
2011-09-30,605.5,302.0,129.25,39.625,-0.058662500000000006
2011-10-03,614.0,303.0,97.44444444444444,89.44444444444444,0.029588888888888894
2011-10-04,622.0,304.0,128.57142857142858,13.142857142857142,0.1972
2011-10-05,626.5,305.0,319.5,315.0,-0.08424999999999999
2011-10-06,629.5,306.0,190.25,64.25,-0.328225
2011-10-07,634.5,307.0,459.1666666666667,399.6666666666667,-0.1501833333333333
2011-10-11,641.0,308.0,335.7142857142857,151.57142857142858,0.03892857142857143
2011-10-12,645.5,309.0,71.0,13.0,0.40845
2011-10-13,647.5,310.0,213.5,453.5,0.0
2011-10-14,650.0,311.0,189.66666666666666,21.0,-0.6745
2011-10-15,652.5,312.0,33.0,15.0,0.0
2011-10-17,657.0,313.0,252.0,107.14285714285714,0.0759857142857143
2011-10-18,664.0,314.0,146.28571428571428,42.857142857142854,-0.20221428571428568
2011-10-19,670.0,315.0,405.8,169.4,-0.15658
2011-10-20,676.5,316.0,137.75,37.0,-0.1608
2011-10-21,683.5,317.0,325.6666666666667,164.16666666666666,-0.24760000000000001
2011-10-24,689.5,318.0,421.3333333333333,237.83333333333334,-0.011800000000000014
2011-10-25,699.0,319.0,274.0,180.6153846153846,0.14437692307692304
2011-10-26,709.0,320.0,132.0,56.0,-0.01575714285714286
2011-10-27,715.0,321.0,305.6,161.2,0.13996000000000003
2011-10-28,719.5,322.0,110.75,19.25,-0.14355
2011-10-31,722.0,323.0,35.0,14.0,0.0
2011-11-01,725.5,324.0,289.1666666666667,168.5,-0.2906166666666667
2011-11-02,732.5,325.0,209.875,109.125,-0.2693375
2011-11-04,739.0,326.0,84.0,27.8,-0.25718
2011-11-08,744.0,327.0,155.8,31.4,-0.16074000000000002
2011-11-09,749.0,328.0,150.0,39.6,-0.08424
2011-11-10,756.0,329.0,158.0,54.0,0.019488888888888903
2011-11-11,764.5,330.0,169.5,32.75,0.096625
2011-11-14,771.0,331.0,227.6,80.4,-0.06680000000000001
2011-11-15,776.5,332.0,65.66666666666667,18.0,-0.03896666666666667
2011-11-16,785.0,333.0,119.27272727272727,32.0,0.11949090909090905
2011-11-17,793.5,334.0,121.33333333333333,19.5,-0.18623333333333333
2011-11-18,801.5,335.0,122.6,38.6,-0.19606
2011-11-21,809.5,336.0,191.0,30.666666666666668,0.11523333333333334
2011-11-22,815.5,337.0,259.5,102.33333333333333,-0.13226666666666667
2011-11-23,820.5,338.0,222.75,80.75,0.351975
2011-11-28,826.5,339.0,139.625,41.0,0.0652125
2011-11-29,835.0,340.0,4657.222222222223,3286.222222222222,-0.15032222222222225
2011-11-30,843.0,341.0,195.28571428571428,68.71428571428571,-0.010728571428571412
2011-12-01,849.5,342.0,90.83333333333333,42.166666666666664,-0.21055000000000001
2011-12-02,857.0,343.0,131.88888888888889,20.555555555555557,0.12288888888888888
2011-12-05,867.5,344.0,85.41666666666667,49.5,-0.04876666666666668
2011-12-06,878.0,345.0,235.11111111111111,83.44444444444444,0.11154444444444445
2011-12-07,888.5,346.0,31.5,11.166666666666666,0.030800000000000004
2011-12-08,901.5,347.0,90.0,52.785714285714285,0.19895714285714283
2011-12-09,916.5,348.0,138.9375,119.75,0.18883125
2011-12-12,930.5,349.0,77.83333333333333,32.75,-0.009358333333333338
2011-12-13,943.0,350.0,94.15384615384616,20.846153846153847,0.08494615384615384
2011-12-14,959.5,351.0,187.15,123.7,-0.01927
2011-12-15,975.0,352.0,203.27272727272728,287.8181818181818,0.13884545454545452
2011-12-16,986.5,353.0,102.58333333333333,47.083333333333336,0.2539833333333333
2011-12-19,998.0,354.0,121.45454545454545,29.545454545454547,0.052427272727272725
2011-12-20,1011.0,355.0,237.8,98.4,0.2111933333333333
2011-12-21,1023.5,356.0,2618.8,3666.4,0.21396
2011-12-22,1033.5,357.0,121.4,28.9,0.18721000000000002
2011-12-27,1044.0,358.0,193.63636363636363,44.09090909090909,0.011090909090909106
2011-12-28,1053.0,359.0,299.2857142857143,143.42857142857142,0.05230000000000003
2011-12-29,1059.5,360.0,541.3333333333334,508.8333333333333,-0.13985
2011-12-30,1066.0,361.0,858.2857142857143,657.0,-0.05352857142857144
2012-01-03,1075.5,362.0,99.58333333333333,38.583333333333336,0.016674999999999995
2012-01-04,1087.5,363.0,274.0833333333333,128.41666666666666,0.27595833333333336
2012-01-05,1097.0,364.0,304.0,140.28571428571428,0.039314285714285704
2012-01-06,1105.5,365.0,144.5,34.2,0.35766000000000003
2012-01-09,1115.0,366.0,135.11111111111111,59.0,-0.061088888888888894
2012-01-10,1124.0,367.0,2017.7777777777778,1648.2222222222222,0.2881666666666666
2012-01-11,1130.5,368.0,162.0,92.25,0.20039999999999997
2012-01-12,1135.0,369.0,344.8,395.8,-0.04430000000000002
2012-01-13,1141.0,370.0,2425.714285714286,2970.5714285714284,-0.04549999999999999
2012-01-16,1145.0,371.0,114.0,18.0,-0.4588
2012-01-17,1151.0,372.0,1084.3636363636363,842.0,-0.05859090909090909
2012-01-18,1159.5,373.0,120.16666666666667,32.166666666666664,0.09038333333333333
2012-01-19,1168.0,374.0,193.9090909090909,52.72727272727273,0.09620000000000001
2012-01-20,1177.0,375.0,225.85714285714286,29.571428571428573,-0.2747571428571428
2012-01-23,1184.5,376.0,100.875,11.25,-0.028225
2012-01-24,1193.5,377.0,166.4,39.6,-0.005720000000000014
2012-01-25,1204.5,378.0,189.75,59.166666666666664,0.02819166666666667
2012-01-26,1215.5,379.0,84.3,47.6,0.12524000000000002
2012-01-27,1225.5,380.0,101.7,16.9,0.12763
2012-01-30,1235.5,381.0,105.0,15.8,0.15832999999999997
2012-01-31,1246.0,382.0,83.63636363636364,13.636363636363637,-0.11913636363636364
2012-02-01,1258.5,383.0,93.85714285714286,20.285714285714285,-0.07622857142857142
2012-02-02,1266.5,384.0,166.5,20.5,0.1591
2012-02-03,1272.0,385.0,64.55555555555556,21.666666666666668,-0.07357777777777778
2012-02-05,1278.0,386.0,32.666666666666664,6.333333333333333,0.21230000000000002
2012-02-06,1289.0,387.0,57.94736842105263,13.526315789473685,0.09493157894736841
2012-02-07,1303.5,388.0,84.3,18.4,-0.10586
2012-02-08,1321.0,389.0,70.8,42.16,0.032236000000000015
2012-02-09,1343.5,390.0,128.25,79.65,0.10682999999999998
2012-02-10,1357.5,391.0,81.625,32.125,0.2656125
2012-02-13,1366.5,392.0,109.7,45.9,0.24728000000000003
2012-02-14,1377.5,393.0,149.66666666666666,55.666666666666664,-0.029308333333333336
2012-02-15,1394.5,394.0,52.59090909090909,17.818181818181817,0.10454999999999998
2012-02-16,1412.0,395.0,84.3076923076923,13.461538461538462,0.021469230769230796
2012-02-17,1423.5,396.0,105.1,30.7,0.06878
2012-02-21,1434.5,397.0,122.08333333333333,46.583333333333336,-0.134825
2012-02-22,1446.0,398.0,112.81818181818181,39.72727272727273,-0.07375454545454545
2012-02-23,1457.0,399.0,494.72727272727275,343.90909090909093,0.16358181818181816
2012-02-24,1468.5,400.0,94.41666666666667,37.25,0.09354999999999998
2012-02-27,1482.0,401.0,159.86666666666667,102.13333333333334,-0.08643333333333336
2012-02-28,1495.0,402.0,103.27272727272727,13.727272727272727,0.05289090909090909
2012-02-29,1504.5,403.0,79.625,20.5,0.284775
2012-03-01,1511.5,404.0,110.66666666666667,70.5,0.16126666666666667
2012-03-05,1521.0,405.0,97.84615384615384,61.46153846153846,0.18186153846153846
2012-03-06,1532.5,406.0,163.8,46.6,-0.11061999999999998
2012-03-07,1541.5,407.0,59.125,9.0,0.2268
2012-03-08,1549.0,408.0,76.28571428571429,14.428571428571429,0.24222857142857146
2012-03-09,1555.0,409.0,150.0,20.4,0.02260000000000002
2012-03-12,1566.0,410.0,1045.764705882353,1472.1764705882354,-0.052094117647058825
2012-03-13,1580.0,411.0,153.9090909090909,69.9090909090909,0.07207272727272729
2012-03-14,1589.5,412.0,68.875,11.875,0.09112500000000001
2012-03-15,1598.5,413.0,94.4,39.0,-0.27989
2012-03-16,1609.5,414.0,174.5,53.416666666666664,0.11040000000000001
2012-03-17,1616.0,415.0,50.0,11.0,0.3182
2012-03-19,1621.5,416.0,441.8,385.2,-0.11134
2012-03-20,1631.0,417.0,341.44444444444446,243.44444444444446,0.4232777777777778
2012-03-21,1639.5,418.0,171.0,106.5,0.053012500000000004
2012-03-22,1648.5,419.0,101.6,44.1,0.11962000000000002
2012-03-23,1658.0,420.0,82.11111111111111,23.555555555555557,0.08305555555555559
2012-03-26,1666.5,421.0,65.625,16.0,0.14671249999999997
2012-03-28,1678.0,422.0,78.2,18.133333333333333,-0.06402666666666666
2012-03-29,1692.0,423.0,70.0,14.0,-0.04069230769230769
2012-03-30,1706.5,424.0,120.8125,42.9375,-0.002387500000000004
2012-04-02,1720.5,425.0,96.66666666666667,30.333333333333332,0.141875
2012-04-03,1731.0,426.0,133.77777777777777,29.333333333333332,0.20787777777777777
2012-04-04,1739.5,427.0,77.5,43.75,0.07981250000000001
2012-04-05,1749.5,428.0,122.91666666666667,104.91666666666667,0.08748333333333334
2012-04-06,1762.5,429.0,132.64285714285714,73.0,0.3316357142857142
2012-04-09,1773.0,430.0,103.14285714285714,40.142857142857146,0.08677142857142857
2012-04-10,1782.5,431.0,82.91666666666667,60.75,0.054075000000000005
2012-04-11,1792.5,432.0,223.375,116.5,0.108725
2012-04-12,1802.5,433.0,115.08333333333333,50.916666666666664,0.09467500000000001
2012-04-13,1814.0,434.0,312.54545454545456,158.45454545454547,-0.05732727272727272
2012-04-14,1821.0,435.0,250.0,74.0,0.26199999999999996
2012-04-16,1826.5,436.0,294.625,235.625,0.31643750000000004
2012-04-17,1833.5,437.0,68.33333333333333,22.666666666666668,0.5106666666666667
2012-04-18,1842.5,438.0,139.16666666666666,70.0,0.18321666666666667
2012-04-19,1855.0,439.0,192.53846153846155,117.92307692307692,0.19038461538461535
2012-04-20,1863.5,440.0,308.5,184.75,0.06790000000000002
2012-04-22,1866.0,441.0,25.0,5.0,0.0
2012-04-23,1873.5,442.0,132.14285714285714,46.785714285714285,0.1671857142857143
2012-04-24,1884.5,443.0,169.25,106.5,0.3380375
2012-04-25,1889.5,444.0,97.0,15.0,-0.20095
